row-num,system-time,total-water,source-water,plains-water,jungle-water,wetlands-water,desert-water,plains-plants-level1-alive,plains-plants-level1-dead,plains-plants-level2-alive,plains-plants-level2-dead,plains-plants-level3-alive,plains-plants-level3-dead,plains-plants-level4-alive,plains-plants-level4-dead,jungle-plants-level1-alive,jungle-plants-level1-dead,jungle-plants-level2-alive,jungle-plants-level2-dead,jungle-plants-level3-alive,jungle-plants-level3-dead,jungle-plants-level4-alive,jungle-plants-level4-dead,wetlands-plants-level1-alive,wetlands-plants-level1-dead,wetlands-plants-level2-alive,wetlands-plants-level2-dead,wetlands-plants-level3-alive,wetlands-plants-level3-dead,wetlands-plants-level4-alive,wetlands-plants-level4-dead,desert-plants-level1-alive,desert-plants-level1-dead,desert-plants-level2-alive,desert-plants-level2-dead,desert-plants-level3-alive,desert-plants-level3-dead,desert-plants-level4-alive,desert-plants-level4-dead,plains-creatures-level1-alive,plains-creatures-level1-dead,plains-creatures-level2-alive,plains-creatures-level2-dead,plains-creatures-level3-alive,plains-creatures-level3-dead,plains-creatures-level4-alive,plains-creatures-level4-dead,jungle-creatures-level1-alive,jungle-creatures-level1-dead,jungle-creatures-level2-alive,jungle-creatures-level2-dead,jungle-creatures-level3-alive,jungle-creatures-level3-dead,jungle-creatures-level4-alive,jungle-creatures-level4-dead,wetlands-creatures-level1-alive,wetlands-creatures-level1-dead,wetlands-creatures-level2-alive,wetlands-creatures-level2-dead,wetlands-creatures-level3-alive,wetlands-creatures-level3-dead,wetlands-creatures-level4-alive,wetlands-creatures-level4-dead,desert-creatures-level1-alive,desert-creatures-level1-dead,desert-creatures-level2-alive,desert-creatures-level2-dead,desert-creatures-level3-alive,desert-creatures-level3-dead,desert-creatures-level4-alive,desert-creatures-level4-dead, plains-plants-level1-ids, plains-plants-level2-ids, plains-plants-level3-ids, plains-plants-level4-ids, jungle-plants-level1-ids, jungle-plants-level2-ids, jungle-plants-level3-ids, jungle-plants-level4-ids, wetlands-plants-level1-ids, wetlands-plants-level2-ids, wetlands-plants-level3-ids, wetlands-plants-level4-ids, desert-plants-level1-ids, desert-plants-level2-ids, desert-plants-level3-ids, desert-plants-level4-ids, plains-creatures-level1-ids, plains-creatures-level2-ids, plains-creatures-level3-ids, plains-creatures-level4-ids, jungle-creatures-level1-ids, jungle-creatures-level2-ids, jungle-creatures-level3-ids, jungle-creatures-level4-ids, wetlands-creatures-level1-ids, wetlands-creatures-level2-ids, wetlands-creatures-level3-ids, wetlands-creatures-level4-ids, desert-creatures-level1-ids, desert-creatures-level2-ids, desert-creatures-level3-ids, desert-creatures-level4-ids
245,302, 2.5,1.3832758,0.0153333333333333,0.1065,0.0116666666666667,0.0378333333333333,24,0,7,0,5,0,0,0,45,0,10,0,6,0,1,0,38,0,5,0,0,0,0,0,4,0,10,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q24X0,T18Q3X0-T24Q4X0,T20Q4X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q3X0,T34Q1X0,T39Q25X0-T49Q13X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q3X0-T11Q1X0,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
246,303, 2.5,1.3786918,0.0146666666666667,0.105666666666667,0.0111666666666667,0.0381666666666667,23,1,7,0,5,0,0,0,45,0,10,0,6,0,1,0,38,0,5,0,0,0,0,0,4,0,10,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q23X1,T18Q3X0-T24Q4X0,T20Q4X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q3X0,T34Q1X0,T39Q25X0-T49Q13X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q3X0-T11Q1X0,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
247,304, 2.5,1.3259859,0.0136666666666667,0.104333333333333,0.0105,0.0383333333333333,23,1,7,0,5,0,0,0,45,0,10,0,6,0,1,0,38,0,5,0,0,0,0,0,4,0,10,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q23X1,T18Q3X0-T24Q4X0,T20Q4X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q3X0,T34Q1X0,T39Q25X0-T49Q13X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q3X0-T11Q1X0,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
248,305, 2.5,1.3200509,0.013,0.102333333333333,0.01,0.0405,23,1,7,0,5,0,0,0,45,0,10,0,7,0,1,0,38,0,5,0,0,0,0,0,4,0,10,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q23X1,T18Q3X0-T24Q4X0,T20Q4X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q1X0,T39Q25X0-T49Q13X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q3X0-T11Q1X0,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
249,306, 2.5,1.3594499,0.0123333333333333,0.100333333333333,0.00966666666666667,0.042,23,1,7,0,5,0,0,0,45,0,10,0,7,0,1,0,31,11,5,0,0,0,0,0,4,0,10,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q23X1,T18Q3X0-T24Q4X0,T20Q4X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q1X0,T39Q21X6-T49Q10X5, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q3X0-T11Q1X0,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
250,307, 2.5,1.3558479,0.0116666666666667,0.0995,0.00933333333333333,0.0413333333333333,23,0,7,0,5,0,0,0,45,0,10,0,7,0,1,0,31,11,5,0,0,0,0,0,3,0,10,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q23X0,T18Q3X0-T24Q4X0,T20Q4X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q1X0,T39Q21X6-T49Q10X5, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q2X0-T11Q1X0,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
251,308, 2.5,1.3558839,0.011,0.0983333333333333,0.00866666666666667,0.0413333333333333,23,0,7,0,5,0,0,0,45,0,10,0,7,0,1,0,31,11,5,0,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q23X0,T18Q3X0-T24Q4X0,T20Q4X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q1X0,T39Q21X6-T49Q10X5, T37Q1X0-T38Q2X0-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
252,310, 2.5,1.3880994,0.009,0.086,0.008,0.0406666666666667,23,0,7,0,5,0,0,0,45,0,10,0,7,0,2,0,31,0,5,0,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q23X0,T18Q3X0-T24Q4X0,T20Q4X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q21X0-T49Q10X0, T37Q1X0-T38Q2X0-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q14,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
253,311, 2.5,1.3851594,0.00866666666666667,0.0856666666666667,0.007,0.0406666666666667,23,0,7,0,5,0,0,0,45,0,10,0,7,0,2,0,31,0,5,0,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q23X0,T18Q3X0-T24Q4X0,T20Q4X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q21X0-T49Q10X0, T37Q1X0-T38Q2X0-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q15,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
254,313, 2.5,1.3666624,0.00833333333333333,0.0856666666666667,0.006,0.0426666666666667,23,0,7,0,4,1,0,0,45,0,10,0,7,0,2,0,15,16,5,0,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q23X0,T18Q3X0-T24Q4X0,T20Q3X1-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q10X11-T49Q5X5, T37Q1X0-T38Q2X0-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q18,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
255,314, 2.5,1.3884614,0.00833333333333333,0.0863333333333333,0.00566666666666667,0.0445,23,0,7,0,4,1,0,0,45,0,10,0,7,0,2,0,15,16,5,0,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q23X0,T18Q3X0-T24Q4X0,T20Q3X1-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q10X11-T49Q5X5, T37Q1X0-T38Q2X0-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q19,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
256,316, 2.5,1.2960995,0.00766666666666667,0.0893333333333333,0.008,0.0463333333333333,2,21,7,0,4,1,0,0,45,0,10,0,7,0,2,0,15,16,5,0,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,1,0, T17Q2X21,T18Q3X0-T24Q4X0,T20Q3X1-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q10X11-T49Q5X5, T37Q1X0-T38Q2X0-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q21,,,,,T5Q5,T30Q1, T4Q2-T31Q1,T6Q1
257,317, 2.5,1.2917952,0.007,0.0895,0.0111666666666667,0.047,2,21,7,0,4,1,0,0,45,0,10,0,7,0,2,0,15,0,5,0,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,1,0, T17Q2X21,T18Q3X0-T24Q4X0,T20Q3X1-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q10X0-T49Q5X0, T37Q1X0-T38Q2X0-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q22,,,,,T5Q5,T30Q1, T4Q2-T31Q1,T6Q1
258,319, 2.5,1.4376873,0.00616666666666667,0.095,0.0113333333333333,0.0465,2,21,7,0,4,1,0,0,48,0,10,0,7,0,2,0,15,0,5,0,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,1,0, T17Q2X21,T18Q3X0-T24Q4X0,T20Q3X1-T21Q1X0,,T30Q24X0-T31Q24X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q10X0-T49Q5X0, T37Q1X0-T38Q2X0-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q4,,,, T12Q1,T19Q24,,,,,T5Q5,T30Q1, T4Q2-T31Q1,T6Q1
259,320, 2.5,1.4615881,0.006,0.0955,0.0103333333333333,0.0461666666666667,2,0,7,0,4,1,0,0,48,0,10,0,7,0,2,0,20,0,5,0,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,1,0, T17Q2X0,T18Q3X0-T24Q4X0,T20Q3X1-T21Q1X0,,T30Q24X0-T31Q24X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q14X0-T49Q6X0, T37Q1X0-T38Q2X0-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q4-T31Q1,,,, T12Q1,T19Q24,,,,,T5Q5,T30Q1, T4Q2-T31Q1,T6Q1
260,322, 2.5,1.4417742,0.00583333333333333,0.097,0.009,0.0451666666666667,5,0,0,7,4,1,0,0,48,0,10,0,7,0,2,0,20,0,5,0,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,1,0, T17Q5X0,T18Q0X3-T24Q0X4,T20Q3X1-T21Q1X0,,T30Q24X0-T31Q24X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q14X0-T49Q6X0, T37Q1X0-T38Q2X0-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q4-T31Q1,,,, T12Q1,T19Q24,,,,,T5Q4,T30Q1, T4Q2-T31Q1,T6Q1
261,323, 2.5,1.4556171,0.00516666666666667,0.0968333333333333,0.0085,0.0446666666666667,5,0,0,7,4,1,0,0,48,0,10,0,7,0,2,0,20,0,5,0,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0, T17Q5X0,T18Q0X3-T24Q0X4,T20Q3X1-T21Q1X0,,T30Q24X0-T31Q24X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q14X0-T49Q6X0, T37Q1X0-T38Q2X0-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q4-T31Q1,,,, T12Q1,T19Q24,,,,,T5Q4,T30Q1, T4Q1,T6Q1
262,325, 2.5,1.4525759,0.004,0.096,0.00683333333333333,0.0433333333333333,5,0,0,7,4,1,0,0,48,0,10,0,7,0,2,0,20,0,5,0,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0, T17Q5X0,T18Q0X3-T24Q0X4,T20Q3X1-T21Q1X0,,T30Q24X0-T31Q24X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q14X0-T49Q6X0, T37Q1X0-T38Q2X0-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q3-T10Q4-T31Q1,,,, T12Q1,T19Q24,,,,,T5Q3,, T4Q1,T6Q1
263,326, 2.5,1.4458309,0.00333333333333333,0.0976666666666666,0.006,0.0436666666666667,5,0,0,7,4,1,0,0,48,0,10,0,7,0,2,0,20,0,5,0,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0, T17Q5X0,T18Q0X3-T24Q0X4,T20Q3X1-T21Q1X0,,T30Q24X0-T31Q24X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q14X0-T49Q6X0, T37Q1X0-T38Q2X0-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q4-T31Q2,,,, T12Q1,T19Q24,,,,,T5Q3,, T4Q1,T6Q1
264,327, 2.5,1.432223,0.003,0.106833333333333,0.00566666666666667,0.0438333333333333,5,0,0,7,3,2,0,0,50,0,10,0,7,0,2,0,20,0,5,0,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0, T17Q5X0,T18Q0X3-T24Q0X4,T20Q3X1-T21Q0X1,,T30Q25X0-T31Q25X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q14X0-T49Q6X0, T37Q1X0-T38Q2X0-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q4-T31Q1,,,, T12Q1,T19Q24,,,,,T5Q3,, T4Q1,T6Q1
265,328, 2.5,1.3925522,0.00233333333333333,0.1115,0.005,0.0471666666666667,5,0,0,7,3,2,0,0,50,0,10,0,7,0,2,0,20,0,5,0,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0, T17Q5X0,T18Q0X3-T24Q0X4,T20Q3X1-T21Q0X1,,T30Q25X0-T31Q25X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q14X0-T49Q6X0, T37Q1X0-T38Q2X0-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q4-T31Q1,,,, T12Q1,T19Q24,,,,,T5Q3,, T4Q1,T6Q1
266,329, 2.5,1.3960059,0.00166666666666667,0.111166666666667,0.00433333333333333,0.0485,5,0,0,7,3,2,0,0,50,0,10,0,7,0,2,0,20,0,4,1,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0, T17Q5X0,T18Q0X3-T24Q0X4,T20Q3X1-T21Q0X1,,T30Q25X0-T31Q25X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q14X0-T49Q6X0, T37Q1X0-T38Q1X1-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q4-T31Q1,,,, T12Q1,T19Q24,,,,,T5Q2,, T4Q2-T31Q1,T6Q1
267,330, 2.5,1.3894182,0.00166666666666667,0.109833333333333,0.00333333333333333,0.0488333333333333,5,0,0,7,3,2,0,0,50,0,10,0,7,0,2,0,20,0,4,1,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0, T17Q5X0,T18Q0X3-T24Q0X4,T20Q3X1-T21Q0X1,,T30Q25X0-T31Q25X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q14X0-T49Q6X0, T37Q1X0-T38Q1X1-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q4-T31Q1,,,, T12Q1,T19Q24,,,,,T5Q2,, T4Q2-T31Q1,T6Q1
268,331, 2.5,1.3707932,0.00166666666666667,0.109,0.003,0.049,5,0,0,0,3,2,0,0,50,0,10,0,7,0,2,0,20,0,4,1,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0, T17Q5X0,,T20Q3X1-T21Q0X1,,T30Q25X0-T31Q25X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q14X0-T49Q6X0, T37Q1X0-T38Q1X1-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q4-T31Q1,,,, T12Q1,T19Q24,,,,,T5Q2,, T4Q2-T31Q1,T6Q1
269,332, 2.5,1.3808852,0.00116666666666667,0.106666666666667,0.00233333333333333,0.0493333333333333,5,0,0,0,3,2,0,0,50,0,10,0,7,0,2,0,19,1,4,1,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0, T17Q5X0,,T20Q3X1-T21Q0X1,,T30Q25X0-T31Q25X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q13X1-T49Q6X0, T37Q1X0-T38Q1X1-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q4-T31Q1,,,, T12Q1,T19Q24,,,,,T5Q2,, T4Q2-T31Q1,T6Q1
270,333, 2.5,1.3681868,0.002,0.112333333333333,0.00166666666666667,0.0496666666666667,5,0,0,0,3,2,0,0,50,0,10,0,7,0,2,0,19,1,4,1,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0, T17Q5X0,,T20Q3X1-T21Q0X1,,T30Q25X0-T31Q25X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q13X1-T49Q6X0, T37Q1X0-T38Q1X1-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q4-T31Q1,,,, T12Q1,T19Q24,,,,,T5Q2,, T4Q2-T31Q1,T6Q1
271,334, 2.5,1.3589115,0.00216666666666667,0.113166666666667,0.000666666666666667,0.0501666666666667,5,0,0,0,3,2,0,0,50,0,10,0,7,0,2,0,19,1,4,1,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0, T17Q5X0,,T20Q3X1-T21Q0X1,,T30Q25X0-T31Q25X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q13X1-T49Q6X0, T37Q1X0-T38Q1X1-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q4-T31Q1,,,, T12Q1,T19Q24,,,,,T5Q2,, T4Q2-T31Q1,T6Q1
272,336, 2.5,1.3515029,0.00383333333333333,0.113666666666667,0,0.0498333333333333,5,0,0,0,3,2,0,0,52,0,10,0,7,0,2,0,19,1,4,1,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0, T17Q5X0,,T20Q3X1-T21Q0X1,,T30Q26X0-T31Q26X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q13X1-T49Q6X0, T37Q1X0-T38Q1X1-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q4-T31Q1,,,, T12Q2,T19Q24,,,,,T5Q2,, T4Q2-T31Q1,T6Q1
273,337, 2.5,1.4248423,0.00416666666666667,0.115166666666667,0,0.0485,5,0,0,0,3,2,0,0,52,0,10,0,7,0,2,0,15,4,4,1,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0, T17Q5X0,,T20Q3X1-T21Q0X1,,T30Q26X0-T31Q26X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q10X3-T49Q5X1, T37Q1X0-T38Q1X1-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q4-T31Q1,,,, T12Q2,T19Q24,,,,,T5Q2,, T4Q2-T31Q1,T6Q1
274,338, 2.5,1.4109712,0.00433333333333333,0.115833333333333,0,0.0483333333333333,9,0,0,0,3,2,0,0,56,0,10,0,7,0,2,0,15,4,4,1,0,0,0,0,0,0,10,0,4,3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0, T17Q9X0,,T20Q3X1-T21Q0X1,,T30Q28X0-T31Q28X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q4X0,T34Q2X0,T39Q10X3-T49Q5X1, T37Q1X0-T38Q1X1-T46Q2X0,,,,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q4-T31Q1,,,, T12Q2,T19Q24,,,,,T5Q2,, T4Q2-T31Q1,T6Q1
