row-num,system-time,total-water,source-water,plains-water,jungle-water,wetlands-water,desert-water,plains-plants-level1-alive,plains-plants-level1-dead,plains-plants-level2-alive,plains-plants-level2-dead,plains-plants-level3-alive,plains-plants-level3-dead,plains-plants-level4-alive,plains-plants-level4-dead,jungle-plants-level1-alive,jungle-plants-level1-dead,jungle-plants-level2-alive,jungle-plants-level2-dead,jungle-plants-level3-alive,jungle-plants-level3-dead,jungle-plants-level4-alive,jungle-plants-level4-dead,wetlands-plants-level1-alive,wetlands-plants-level1-dead,wetlands-plants-level2-alive,wetlands-plants-level2-dead,wetlands-plants-level3-alive,wetlands-plants-level3-dead,wetlands-plants-level4-alive,wetlands-plants-level4-dead,desert-plants-level1-alive,desert-plants-level1-dead,desert-plants-level2-alive,desert-plants-level2-dead,desert-plants-level3-alive,desert-plants-level3-dead,desert-plants-level4-alive,desert-plants-level4-dead,plains-creatures-level1-alive,plains-creatures-level1-dead,plains-creatures-level2-alive,plains-creatures-level2-dead,plains-creatures-level3-alive,plains-creatures-level3-dead,plains-creatures-level4-alive,plains-creatures-level4-dead,jungle-creatures-level1-alive,jungle-creatures-level1-dead,jungle-creatures-level2-alive,jungle-creatures-level2-dead,jungle-creatures-level3-alive,jungle-creatures-level3-dead,jungle-creatures-level4-alive,jungle-creatures-level4-dead,wetlands-creatures-level1-alive,wetlands-creatures-level1-dead,wetlands-creatures-level2-alive,wetlands-creatures-level2-dead,wetlands-creatures-level3-alive,wetlands-creatures-level3-dead,wetlands-creatures-level4-alive,wetlands-creatures-level4-dead,desert-creatures-level1-alive,desert-creatures-level1-dead,desert-creatures-level2-alive,desert-creatures-level2-dead,desert-creatures-level3-alive,desert-creatures-level3-dead,desert-creatures-level4-alive,desert-creatures-level4-dead, plains-plants-level1-ids, plains-plants-level2-ids, plains-plants-level3-ids, plains-plants-level4-ids, jungle-plants-level1-ids, jungle-plants-level2-ids, jungle-plants-level3-ids, jungle-plants-level4-ids, wetlands-plants-level1-ids, wetlands-plants-level2-ids, wetlands-plants-level3-ids, wetlands-plants-level4-ids, desert-plants-level1-ids, desert-plants-level2-ids, desert-plants-level3-ids, desert-plants-level4-ids, plains-creatures-level1-ids, plains-creatures-level2-ids, plains-creatures-level3-ids, plains-creatures-level4-ids, jungle-creatures-level1-ids, jungle-creatures-level2-ids, jungle-creatures-level3-ids, jungle-creatures-level4-ids, wetlands-creatures-level1-ids, wetlands-creatures-level2-ids, wetlands-creatures-level3-ids, wetlands-creatures-level4-ids, desert-creatures-level1-ids, desert-creatures-level2-ids, desert-creatures-level3-ids, desert-creatures-level4-ids
215,266, 2.5,1.401428,0.0191666666666667,0.115833333333333,0.0275,0.0558333333333333,22,0,7,0,1,0,0,0,45,0,8,0,4,0,0,0,15,0,0,0,0,0,0,0,28,0,12,3,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,1,0, T17Q22X0,T18Q3X0-T24Q4X0,T20Q1X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q1X0,, T39Q10X0-T49Q5X0,,,,T9Q19X0-T11Q9X0,T8Q12X3, T5Q3X1-T13Q2X1,T12Q1X0,,, T10Q1,,,,,,,,,,T5Q5,, T4Q3,T6Q1
216,267, 2.5,1.3367561,0.0211666666666667,0.116,0.0273333333333333,0.0541666666666667,27,0,7,0,1,0,0,0,45,0,8,0,4,0,1,0,15,0,0,0,0,0,0,0,28,0,12,3,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,1,0, T17Q27X0,T18Q3X0-T24Q4X0,T20Q1X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q1X0,T34Q1X0, T39Q10X0-T49Q5X0,,,,T9Q19X0-T11Q9X0,T8Q12X3, T5Q3X1-T13Q2X1,T12Q1X0,,, T10Q1,,,,,,,,,,T5Q5,, T4Q3,T6Q1
217,269, 2.5,1.3415229,0.0225,0.1175,0.0263333333333333,0.052,31,0,7,0,1,0,0,0,45,0,8,0,4,0,1,0,15,0,0,0,0,0,0,0,28,0,12,0,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,1,0, T17Q31X0,T18Q3X0-T24Q4X0,T20Q1X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q1X0,T34Q1X0, T39Q10X0-T49Q5X0,,,,T9Q19X0-T11Q9X0,T8Q12X0, T4Q1X0-T5Q3X1-T13Q2X1,T12Q1X0,,, T10Q1,,,,,,,,,,T5Q5,, T4Q3,T6Q1
218,270, 2.5,1.3353792,0.0228333333333333,0.118333333333333,0.0256666666666667,0.0508333333333333,31,0,7,0,1,0,0,0,45,0,8,0,4,0,1,0,15,0,0,0,0,0,0,0,28,0,12,0,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,1,0, T17Q31X0,T18Q3X0-T24Q4X0,T20Q1X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q1X0,T34Q1X0, T39Q10X0-T49Q5X0,,,,T9Q19X0-T11Q9X0,T8Q12X0, T4Q1X0-T5Q3X1-T13Q2X1,T12Q1X0,,, T10Q1,,,,,T19Q1,,,,,T5Q5,, T4Q4,T6Q1
219,272, 2.5,1.3286656,0.0226666666666667,0.120666666666667,0.0245,0.0478333333333333,31,0,7,0,1,0,0,0,45,0,8,0,4,0,1,0,19,0,0,0,0,0,0,0,28,0,12,0,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,1,0, T17Q31X0,T18Q3X0-T24Q4X0,T20Q1X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q1X0,T34Q1X0, T39Q13X0-T49Q6X0,,,,T9Q19X0-T11Q9X0,T8Q12X0, T4Q1X0-T5Q3X0-T13Q2X1,T12Q1X0,,, T10Q1,,,,,T19Q4,,,,,T5Q5,, T4Q4,T6Q1
220,273, 2.5,1.3785189,0.0228333333333333,0.118833333333333,0.0236666666666667,0.047,31,0,7,0,2,0,0,0,45,0,8,0,4,0,1,0,19,0,3,0,0,0,0,0,28,0,12,0,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,1,0, T17Q31X0,T18Q3X0-T24Q4X0,T20Q2X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q1X0,T34Q1X0,T39Q13X0-T49Q6X0, T37Q1X0-T38Q1X0-T46Q1X0,,,T9Q19X0-T11Q9X0,T8Q12X0, T4Q1X0-T5Q3X0-T13Q2X1,T12Q1X0,,, T10Q1,,,,,T19Q5,,,,,T5Q5,, T4Q4,T6Q1
221,275, 2.5,1.3616272,0.0221666666666667,0.122,0.0225,0.0456666666666667,31,0,7,0,2,0,0,0,45,0,8,0,4,0,1,0,19,0,5,0,0,0,0,0,28,0,12,0,6,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q31X0,T18Q3X0-T24Q4X0,T20Q2X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q1X0,T34Q1X0,T39Q13X0-T49Q6X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q19X0-T11Q9X0,T8Q12X0, T4Q1X0-T5Q3X0-T13Q2X1,T12Q1X0,,, T10Q2,,,,,T19Q7,,,,,T5Q5,T30Q1, T4Q4,T6Q1
222,276, 2.5,1.345094,0.023,0.123166666666667,0.0218333333333333,0.0446666666666667,31,0,7,0,2,0,0,0,45,0,8,0,4,0,1,0,19,0,5,0,0,0,0,0,18,6,12,0,6,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,1,0, T17Q31X0,T18Q3X0-T24Q4X0,T20Q2X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q1X0,T34Q1X0,T39Q13X0-T49Q6X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q12X4-T11Q6X2,T8Q12X0, T4Q1X0-T5Q3X0-T13Q2X1,T12Q1X0,,, T10Q2,,,,,T19Q8,,,,,T5Q5,T30Q1, T4Q3,T6Q1
223,278, 2.5,1.23274013,0.0228333333333333,0.126833333333333,0.0205,0.0416666666666667,34,0,7,0,2,0,0,0,45,0,8,0,4,0,1,0,25,0,5,0,0,0,0,0,18,6,12,0,6,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,1,0, T17Q34X0,T18Q3X0-T24Q4X0,T20Q2X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q1X0,T34Q1X0,T39Q17X0-T49Q8X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q12X4-T11Q6X2,T8Q12X0, T4Q1X0-T5Q3X0-T13Q2X1,T12Q1X0,,, T10Q2,,,,,T19Q10,,,,,T5Q5,T30Q1, T4Q3,T6Q1
224,279, 2.5,1.23370423,0.0226666666666667,0.127166666666667,0.0198333333333333,0.0411666666666667,34,0,7,0,2,0,0,0,45,0,8,0,4,0,1,0,25,0,5,0,0,0,0,0,16,0,12,0,6,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,1,0, T17Q34X0,T18Q3X0-T24Q4X0,T20Q2X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q1X0,T34Q1X0,T39Q17X0-T49Q8X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q12X0-T11Q4X0,T8Q12X0, T4Q1X0-T5Q3X0-T13Q2X1,T12Q1X0,,, T4Q1-T10Q2,,,,,T19Q11,,,,,T5Q5,T30Q1, T4Q3,T6Q1
225,281, 2.5,1.322412,0.0225,0.131166666666667,0.0183333333333333,0.0398333333333333,34,0,7,0,2,0,0,0,45,0,8,0,4,0,1,0,25,0,5,0,0,0,0,0,14,0,12,0,6,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,1,0, T17Q34X0,T18Q3X0-T24Q4X0,T20Q2X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q1X0,T34Q1X0,T39Q17X0-T49Q8X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q10X0-T11Q4X0,T8Q12X0, T4Q1X0-T5Q3X0-T13Q2X1,T12Q1X0,,, T4Q1-T10Q2,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3,T6Q1
226,282, 2.5,1.3116428,0.0225,0.1305,0.0176666666666667,0.0376666666666667,34,0,7,0,2,0,0,0,45,0,8,0,4,0,1,0,25,0,5,0,0,0,0,0,14,0,12,0,6,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,1,0, T17Q34X0,T18Q3X0-T24Q4X0,T20Q2X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q1X0,T34Q1X0,T39Q17X0-T49Q8X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q10X0-T11Q4X0,T8Q12X0, T4Q1X0-T5Q3X0-T13Q2X1,T12Q2X0,,, T4Q1-T10Q2,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q2,T6Q1
227,283, 2.5,1.3036004,0.0225,0.130833333333333,0.0168333333333333,0.0366666666666667,34,0,7,0,3,0,0,0,45,0,8,0,4,0,1,0,25,0,5,0,0,0,0,0,8,6,12,0,6,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,1,0, T17Q34X0,T18Q3X0-T24Q4X0,T20Q3X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q1X0,T34Q1X0,T39Q17X0-T49Q8X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q6X4-T11Q2X2,T8Q12X0, T4Q1X0-T5Q3X0-T13Q2X1,T12Q2X0,,, T4Q1-T10Q2,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q2,T6Q1
228,284, 2.5,1.2943718,0.0221666666666667,0.1315,0.0166666666666667,0.0361666666666667,24,10,7,0,3,0,0,0,45,0,8,0,5,0,1,0,25,0,5,0,0,0,0,0,7,6,12,0,6,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,1,0, T17Q24X10,T18Q3X0-T24Q4X0,T20Q3X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q2X0,T34Q1X0,T39Q17X0-T49Q8X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q5X4-T11Q2X2,T8Q12X0, T4Q1X0-T5Q3X0-T13Q2X1,T12Q2X0,,, T4Q1-T10Q3-T31Q1,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q2,T6Q1
229,285, 2.5,1.2972516,0.0226666666666667,0.133,0.0158333333333333,0.035,24,10,7,0,3,0,0,0,45,0,8,0,5,0,1,0,29,0,5,0,0,0,0,0,7,6,12,0,6,1,2,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,1,0, T17Q24X10,T18Q3X0-T24Q4X0,T20Q3X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q2X0,T34Q1X0,T39Q20X0-T49Q9X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q5X4-T11Q2X2,T8Q12X0, T4Q1X0-T5Q3X0-T13Q2X1,T12Q2X0,,, T4Q2-T10Q3-T31Q1,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q2,T6Q1
230,286, 2.5,1.3417098,0.0223333333333333,0.137333333333333,0.0156666666666667,0.034,24,10,7,0,3,0,0,0,45,0,8,0,5,0,1,0,29,0,5,0,0,0,0,0,7,6,12,0,5,2,2,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,1,0, T17Q24X10,T18Q3X0-T24Q4X0,T20Q3X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q2X0,T34Q1X0,T39Q20X0-T49Q9X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q5X4-T11Q2X2,T8Q12X0, T4Q1X0-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q3-T31Q1,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q2,T6Q1
231,287, 2.5,1.3395045,0.0216666666666667,0.1365,0.0161666666666667,0.0333333333333333,24,10,7,0,3,0,0,0,45,0,8,0,5,0,1,0,29,0,5,0,0,0,0,0,7,0,12,0,5,2,2,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,1,0, T17Q24X10,T18Q3X0-T24Q4X0,T20Q3X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q2X0,T34Q1X0,T39Q20X0-T49Q9X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q5X0-T11Q2X0,T8Q12X0, T4Q1X0-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q3-T31Q1,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q2,T6Q1
232,288, 2.5,1.3390304,0.0213333333333333,0.134666666666667,0.016,0.033,24,0,7,0,3,0,0,0,45,0,8,0,5,0,1,0,29,0,5,0,0,0,0,0,7,0,12,0,5,2,2,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,1,0, T17Q24X0,T18Q3X0-T24Q4X0,T20Q3X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q2X0,T34Q1X0,T39Q20X0-T49Q9X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q5X0-T11Q2X0,T8Q12X0, T4Q1X0-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q2-T10Q3-T31Q1,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q2,T6Q1
233,289, 2.5,1.3402125,0.0205,0.132333333333333,0.0151666666666667,0.0328333333333333,24,0,7,0,3,0,0,0,45,0,8,0,6,0,1,0,29,0,5,0,0,0,0,0,7,0,10,2,5,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,1,0, T17Q24X0,T18Q3X0-T24Q4X0,T20Q3X0,,T30Q22X0-T31Q23X0,T32Q4X0-T33Q4X0, T25Q2X0-T26Q1X0-T27Q3X0,T34Q1X0,T39Q20X0-T49Q9X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q5X0-T11Q2X0,T8Q10X2, T4Q1X0-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q3-T31Q1,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q2,T6Q1
234,290, 2.5,1.3402765,0.0203333333333333,0.1325,0.0146666666666667,0.0331666666666667,24,0,7,0,4,0,0,0,45,0,10,0,6,0,1,0,29,0,5,0,0,0,0,0,7,0,10,2,5,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,1,0, T17Q24X0,T18Q3X0-T24Q4X0,T20Q3X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q3X0,T34Q1X0,T39Q20X0-T49Q9X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q5X0-T11Q2X0,T8Q10X2, T4Q1X0-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q3,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q2,T6Q1
235,291, 2.5,1.3389555,0.0198333333333333,0.1325,0.0141666666666667,0.0338333333333333,24,0,7,0,4,0,0,0,45,0,10,0,6,0,1,0,29,0,5,0,0,0,0,0,7,0,10,2,5,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,1,0, T17Q24X0,T18Q3X0-T24Q4X0,T20Q3X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q3X0,T34Q1X0,T39Q20X0-T49Q9X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q5X0-T11Q2X0,T8Q10X2, T4Q1X0-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q3,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q2,T6Q1
236,293, 2.5,1.3343825,0.0191666666666667,0.132666666666667,0.0138333333333333,0.0343333333333333,24,0,7,0,4,0,0,0,45,0,10,0,6,0,1,0,29,0,5,0,0,0,0,0,7,0,10,2,5,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q24X0,T18Q3X0-T24Q4X0,T20Q3X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q3X0,T34Q1X0,T39Q20X0-T49Q9X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q5X0-T11Q2X0,T8Q10X2, T4Q1X0-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
237,294, 2.5,1.3303215,0.0191666666666667,0.131666666666667,0.0135,0.0355,24,0,7,0,4,0,0,0,45,0,10,0,6,0,1,0,29,0,5,0,0,0,0,0,7,0,10,2,5,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q24X0,T18Q3X0-T24Q4X0,T20Q3X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q3X0,T34Q1X0,T39Q20X0-T49Q9X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q5X0-T11Q2X0,T8Q10X2, T4Q1X0-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
238,295, 2.5,1.3213185,0.0183333333333333,0.130666666666667,0.0133333333333333,0.036,24,0,7,0,5,0,0,0,45,0,10,0,6,0,1,0,29,0,5,0,0,0,0,0,4,0,10,2,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q24X0,T18Q3X0-T24Q4X0,T20Q4X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q3X0,T34Q1X0,T39Q20X0-T49Q9X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q3X0-T11Q1X0,T8Q10X2, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
239,296, 2.5,1.3627465,0.0181666666666667,0.121333333333333,0.014,0.0373333333333333,24,0,7,0,5,0,0,0,45,0,10,0,6,0,1,0,29,0,5,0,0,0,0,0,4,0,10,2,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q24X0,T18Q3X0-T24Q4X0,T20Q4X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q3X0,T34Q1X0,T39Q20X0-T49Q9X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q3X0-T11Q1X0,T8Q10X2, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
240,297, 2.5,1.2978915,0.0178333333333333,0.114666666666667,0.0141666666666667,0.0388333333333333,24,0,7,0,5,0,0,0,45,0,10,0,6,0,1,0,29,0,5,0,0,0,0,0,4,0,10,2,4,3,2,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q24X0,T18Q3X0-T24Q4X0,T20Q4X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q3X0,T34Q1X0,T39Q20X0-T49Q9X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q3X0-T11Q1X0,T8Q10X2, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q5,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
241,298, 2.5,1.3304679,0.0176666666666667,0.112833333333333,0.0136666666666667,0.039,24,0,7,0,5,0,0,0,45,0,10,0,6,0,1,0,29,0,5,0,0,0,0,0,4,0,10,2,4,3,2,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q24X0,T18Q3X0-T24Q4X0,T20Q4X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q3X0,T34Q1X0,T39Q20X0-T49Q9X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q3X0-T11Q1X0,T8Q10X2, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q5,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
242,299, 2.5,1.3546258,0.0176666666666667,0.111833333333333,0.0133333333333333,0.0386666666666667,24,0,7,0,5,0,0,0,45,0,10,0,6,0,1,0,34,0,5,0,0,0,0,0,4,0,10,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q24X0,T18Q3X0-T24Q4X0,T20Q4X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q3X0,T34Q1X0,T39Q23X0-T49Q11X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q3X0-T11Q1X0,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
243,300, 2.5,1.3991298,0.0166666666666667,0.110166666666667,0.0128333333333333,0.0383333333333333,24,0,7,0,5,0,0,0,45,0,10,0,6,0,1,0,34,0,5,0,0,0,0,0,4,0,10,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q24X0,T18Q3X0-T24Q4X0,T20Q4X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q3X0,T34Q1X0,T39Q23X0-T49Q11X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q3X0-T11Q1X0,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
244,301, 2.5,1.3926118,0.016,0.1085,0.0121666666666667,0.0375,24,0,7,0,5,0,0,0,45,0,10,0,6,0,1,0,38,0,5,0,0,0,0,0,4,0,10,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,1,0, T17Q24X0,T18Q3X0-T24Q4X0,T20Q4X0-T21Q1X0,,T30Q22X0-T31Q23X0,T32Q5X0-T33Q5X0, T25Q2X0-T26Q1X0-T27Q3X0,T34Q1X0,T39Q25X0-T49Q13X0, T37Q1X0-T38Q2X0-T46Q2X0,,,T9Q3X0-T11Q1X0,T8Q10X0, T4Q0X1-T5Q3X0-T13Q1X2,T12Q2X0,,, T4Q1-T10Q4,,,, T12Q1,T19Q12,,,,,T5Q5,T30Q1, T4Q3-T31Q1,T6Q1
